ID,SUBCLASS
TEST_2420,COAD
TEST_2421,COAD
TEST_2422,LGG
TEST_2423,OV
TEST_2424,KIPAN
TEST_2425,COAD
TEST_2426,KIPAN
TEST_2427,COAD
TEST_2428,COAD
TEST_2429,HNSC
TEST_2430,COAD
TEST_2431,KIPAN
TEST_2432,GBMLGG
TEST_2433,COAD
TEST_2434,BRCA
TEST_2435,COAD
TEST_2436,LIHC
TEST_2437,COAD
TEST_2438,LUAD
TEST_2439,COAD
TEST_2440,COAD
TEST_2441,BRCA
TEST_2442,THCA
TEST_2443,LGG
TEST_2444,KIPAN
TEST_2445,STES
TEST_2446,SKCM
TEST_2447,LAML
TEST_2448,COAD
TEST_2449,COAD
TEST_2450,ACC
TEST_2451,TGCT
TEST_2452,LAML
TEST_2453,OV
TEST_2454,COAD
TEST_2455,PAAD
TEST_2456,STES
TEST_2457,BRCA
TEST_2458,PCPG
TEST_2459,KIPAN
TEST_2460,UCEC
TEST_2461,COAD
TEST_2462,COAD
TEST_2463,PCPG
TEST_2464,LAML
TEST_2465,UCEC
TEST_2466,STES
TEST_2467,STES
TEST_2468,STES
TEST_2469,BRCA
TEST_2470,COAD
TEST_2471,STES
TEST_2472,OV
TEST_2473,COAD
TEST_2474,CESC
TEST_2475,COAD
TEST_2476,COAD
TEST_2477,STES
TEST_2478,KIPAN
TEST_2479,BRCA
TEST_2480,STES
TEST_2481,LAML
TEST_2482,BLCA
TEST_2483,THCA
TEST_2484,BRCA
TEST_2485,COAD
TEST_2486,COAD
TEST_2487,PRAD
TEST_2488,PAAD
TEST_2489,BLCA
TEST_2490,TGCT
TEST_2491,COAD
TEST_2492,THCA
TEST_2493,COAD
TEST_2494,BRCA
TEST_2495,PRAD
TEST_2496,BRCA
TEST_2497,PAAD
TEST_2498,BRCA
TEST_2499,COAD
TEST_2500,COAD
TEST_2501,KIPAN
TEST_2502,KIPAN
TEST_2503,UCEC
TEST_2504,PRAD
TEST_2505,TGCT
TEST_2506,BRCA
TEST_2507,LGG
TEST_2508,KIPAN
TEST_2509,BRCA
TEST_2510,HNSC
TEST_2511,GBMLGG
TEST_2512,KIRC
TEST_2513,THCA
TEST_2514,COAD
TEST_2515,LGG
TEST_2516,COAD
TEST_2517,LUAD
TEST_2518,PAAD
TEST_2519,COAD
TEST_2520,COAD
TEST_2521,GBMLGG
TEST_2522,STES
TEST_2523,COAD
TEST_2524,COAD
TEST_2525,COAD
TEST_2526,COAD
TEST_2527,STES
TEST_2528,COAD
TEST_2529,BLCA
TEST_2530,KIRC
TEST_2531,COAD
TEST_2532,PCPG
TEST_2533,LAML
TEST_2534,UCEC
TEST_2535,PAAD
TEST_2536,COAD
TEST_2537,COAD
TEST_2538,COAD
TEST_2539,KIPAN
TEST_2540,CESC
TEST_2541,COAD
TEST_2542,PAAD
TEST_2543,STES
TEST_2544,LAML
TEST_2545,LGG
